"","track.name","track.popularity","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","track.duration_ms","track.explicit","playlist_name"
"1547","I Predict A Riot",60,0.395,0.979,8,-3.241,1,0.0766,0.0243,0,0.12,0.41,158.842,233186,FALSE,"Top Hits of 2005"
"1548","Let Me Go",50,0.478,0.863,1,-4.914,0,0.0387,0.0181,0,0.111,0.491,92.004,243053,FALSE,"Top Hits of 2005"
"1549","Wait (The Whisper Song)",57,0.933,0.513,7,-13.203,1,0.347,0.00112,0.00248,0.107,0.595,102.017,179160,TRUE,"Top Hits of 2005"
"1550","I Like The Way - Radio Edit",55,0.642,0.851,6,-3.638,1,0.0431,0.0248,0.0146,0.084,0.777,127.988,200053,FALSE,"Top Hits of 2005"
"1551","Yeah! (feat. Lil Jon & Ludacris)",80,0.894,0.791,2,-4.699,1,0.112,0.0183,0,0.0388,0.583,105.018,250373,FALSE,"Top Hits of 2004"
"1552","This Love",77,0.712,0.862,5,-4.612,0,0.0378,0.0525,0,0.093,0.809,95.051,206200,FALSE,"Top Hits of 2004"
"1553","Leave (Get Out) - Radio Edit",55,0.656,0.513,5,-8.691,1,0.253,0.156,6.45e-05,0.0763,0.464,86.891,242746,FALSE,"Top Hits of 2004"
"1554","Hey Ya!",77,0.727,0.974,4,-2.261,0,0.0664,0.103,0.000532,0.174,0.965,79.526,235213,FALSE,"Top Hits of 2004"
"1555","The Reason",78,0.472,0.671,4,-4.649,1,0.029,0.0129,0,0.159,0.0681,82.952,232800,FALSE,"Top Hits of 2004"
"1556","Let Me Love You",74,0.656,0.578,7,-8.97,0,0.0922,0.235,0,0.118,0.556,94.514,256733,FALSE,"Top Hits of 2004"
"1557","If I Ain't Got You",77,0.609,0.445,7,-9.129,1,0.106,0.603,6.77e-06,0.104,0.166,118.393,228706,FALSE,"Top Hits of 2004"
"1558","My Boo",78,0.662,0.507,5,-8.238,1,0.118,0.257,0,0.0465,0.676,86.412,223440,FALSE,"Top Hits of 2004"
"1559","Toxic",79,0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04,198800,FALSE,"Top Hits of 2004"
"1560","Turn Me On",63,0.677,0.682,9,-6.879,1,0.0361,0.0405,0,0.0351,0.875,106.279,192106,FALSE,"Top Hits of 2004"
"1561","Lose My Breath",59,0.814,0.899,1,-5.958,1,0.0637,0.00727,0.219,0.0979,0.545,119.011,242013,FALSE,"Top Hits of 2004"
"1562","Move Ya Body",64,0.87,0.712,11,-6.313,0,0.0432,0.0202,0.000331,0.0576,0.877,121.057,232000,FALSE,"Top Hits of 2004"
"1563","These Words",62,0.734,0.635,5,-7.03,1,0.0816,0.0322,0,0.0808,0.931,96.99,216360,FALSE,"Top Hits of 2004"
"1564","Burn",67,0.796,0.477,1,-7.161,1,0.108,0.314,0,0.12,0.685,119.928,231933,FALSE,"Top Hits of 2004"
"1565","Take Me To The Clouds Above - LMC Vs. U2 / Radio Edit",59,0.668,0.905,6,-5.395,1,0.038,0.00232,0.0331,0.141,0.667,128.658,171546,FALSE,"Top Hits of 2004"
"1566","Naughty Girl",59,0.735,0.466,6,-8.65,0,0.0857,0.239,6.24e-06,0.102,0.643,99.973,208600,FALSE,"Top Hits of 2004"
"1567","She Will Be Loved",71,0.706,0.713,0,-5.512,0,0.0301,0.0596,0,0.132,0.544,102.037,257133,FALSE,"Top Hits of 2004"
"1568","With You",56,0.553,0.756,0,-4.583,1,0.108,0.0923,0,0.215,0.605,94.487,191826,FALSE,"Top Hits of 2004"
"1569","My Place",56,0.6,0.641,1,-4.237,0,0.0423,0.0498,1.49e-06,0.0982,0.642,163.153,336506,TRUE,"Top Hits of 2004"
"1570","Gasolina",75,0.857,0.801,0,-6.499,1,0.0618,0.332,1.2e-06,0.0789,0.753,96.009,192600,FALSE,"Top Hits of 2004"
"1571","Tipsy - Club Mix",57,0.925,0.741,9,-5.827,0,0.314,0.0659,0,0.044,0.653,93.035,246920,TRUE,"Top Hits of 2004"
"1572","Confessions Part II",65,0.845,0.467,1,-7.674,1,0.138,0.0586,0,0.0694,0.702,138.007,211200,FALSE,"Top Hits of 2004"
"1573","Me, Myself and I",63,0.75,0.458,1,-9.092,1,0.0803,0.226,3.25e-05,0.137,0.536,83.61,301133,FALSE,"Top Hits of 2004"
"1574","Milkshake",65,0.881,0.774,1,-6.068,1,0.0439,0.00986,0.0346,0.206,0.759,112.968,182626,FALSE,"Top Hits of 2004"
"1575","All Falls Down",71,0.657,0.734,8,-4.832,0,0.484,0.149,0,0.139,0.434,91.03,223506,TRUE,"Top Hits of 2004"
"1576","Dip It Low",50,0.752,0.722,11,-4.207,0,0.104,0.0108,0.000536,0.0753,0.612,169.131,197186,FALSE,"Top Hits of 2004"
"1577","Fuck It (I Don't Want You Back)",63,0.828,0.653,0,-6.245,0,0.0653,0.214,3.25e-06,0.0404,0.575,68.507,225106,TRUE,"Top Hits of 2004"
"1578","Mr. Brightside",31,0.352,0.928,1,-3.71,1,0.0758,0.00113,0,0.0987,0.239,148.026,222106,FALSE,"Top Hits of 2004"
"1579","Love Machine",57,0.663,0.95,7,-4.21,1,0.0621,0.00127,0.00492,0.0753,0.697,116.02,205360,FALSE,"Top Hits of 2004"
"1580","Let's Get It Started - Spike Mix",56,0.785,0.799,11,-2.208,0,0.126,0.117,0,0.292,0.797,104.923,217733,FALSE,"Top Hits of 2004"
"1581","Goodies (feat. Petey Pablo)",65,0.826,0.647,5,-6.306,0,0.0491,0.0277,1.52e-06,0.298,0.872,102.017,223000,FALSE,"Top Hits of 2004"
"1582","Pieces Of Me",53,0.505,0.799,2,-4.286,1,0.0773,0.0572,0,0.11,0.772,174.001,217440,FALSE,"Top Hits of 2004"
"1583","Locked Up",60,0.818,0.579,7,-4.475,1,0.101,0.023,0,0.107,0.354,89.987,235066,TRUE,"Top Hits of 2004"
"1584","Only U - No Intro",54,0.601,0.621,6,-5.576,0,0.0434,0.0374,1.75e-06,0.188,0.278,94.547,186306,FALSE,"Top Hits of 2004"
"1585","Call on Me - Radio Mix",72,0.597,0.837,10,-6.518,1,0.375,0.00427,0.00114,0.839,0.447,126.342,171360,FALSE,"Top Hits of 2004"
"1586","Suga Suga",74,0.662,0.748,5,-3.041,0,0.268,0.688,8.43e-06,0.0841,0.535,82.331,239026,FALSE,"Top Hits of 2004"
"1587","Sunshine (feat. Lea)",47,0.814,0.387,0,-9.867,1,0.0945,0.0248,0,0.131,0.792,93.961,225173,TRUE,"Top Hits of 2004"
"1588","Shut Up",60,0.81,0.714,2,-3.966,1,0.243,0.0637,0,0.237,0.561,112.968,296186,FALSE,"Top Hits of 2004"
"1589","Lola's Theme",64,0.748,0.845,5,-4.612,0,0.0536,0.00083,0.000225,0.068,0.659,123.925,207066,FALSE,"Top Hits of 2004"
"1590","Through The Wire",67,0.571,0.739,7,-6.11,1,0.247,0.00865,5.21e-06,0.158,0.66,83.089,221226,TRUE,"Top Hits of 2004"
"1591","Hotel (feat. R. Kelly)",48,0.676,0.652,0,-6.846,1,0.204,0.103,0,0.113,0.416,91.231,247040,FALSE,"Top Hits of 2004"
"1592","Five Colours In Her Hair - U.S Version",37,0.267,0.981,7,-2.645,1,0.103,0.00244,4.25e-06,0.348,0.601,189.145,182586,FALSE,"Top Hits of 2004"
"1593","I Don't Wanna Know (feat. Enya & P. Diddy) - 2016 Remaster",65,0.833,0.515,11,-5,0,0.0462,0.347,0.00156,0.116,0.4,97.035,257333,FALSE,"Top Hits of 2004"
"1594","Eyes On You - Radio Mix",41,0.802,0.672,7,-4.971,1,0.0847,0.0775,0,0.136,0.619,96.525,190493,FALSE,"Top Hits of 2004"
"1595","My Happy Ending",67,0.414,0.936,2,-2.407,1,0.0758,0.00136,0,0.369,0.74,170.229,242413,FALSE,"Top Hits of 2004"
"1596","Wonderful",59,0.663,0.777,11,-4.954,0,0.109,0.277,0,0.0466,0.758,92.68,270506,TRUE,"Top Hits of 2004"
"1597","Too Lost In You",58,0.586,0.705,1,-4.904,0,0.0287,0.0485,0,0.15,0.459,98.014,237693,FALSE,"Top Hits of 2004"
"1598","One Call Away",58,0.765,0.821,4,-5.926,0,0.183,0.0918,0,0.217,0.962,162.519,276800,FALSE,"Top Hits of 2004"
"1599","Cha Cha Slide - Hardino Mix",55,0.853,0.911,11,-6.722,0,0.125,0.0436,0.00571,0.287,0.802,131.012,222146,FALSE,"Top Hits of 2004"
"1600","Come With Me - Radio Edit",61,0.739,0.999,7,-5.077,1,0.0803,0.13,0.00224,0.28,0.501,139.982,185133,FALSE,"Top Hits of 2004"
"1601","Southside",60,0.688,0.404,9,-9.481,0,0.0818,0.377,0,0.0813,0.448,75.007,277840,FALSE,"Top Hits of 2004"
"1602","My Band",68,0.851,0.849,1,-3.383,0,0.0828,0.497,2.05e-06,0.116,0.844,120.014,298773,TRUE,"Top Hits of 2004"
"1603","I Like That",54,0.797,0.502,10,-3.925,0,0.0968,0.0154,0,0.1,0.385,106.997,236520,FALSE,"Top Hits of 2004"
"1604","My Prerogative",53,0.749,0.938,10,-4.423,0,0.118,0.0127,1.96e-06,0.103,0.619,111.014,213893,FALSE,"Top Hits of 2004"
"1605","Slow Jamz",64,0.559,0.733,2,-5.659,0,0.171,0.314,0,0.284,0.611,145.115,316053,TRUE,"Top Hits of 2004"
"1606","Left Outside Alone",61,0.663,0.746,2,-3.567,0,0.0321,0.0697,0,0.0929,0.325,102.847,257426,FALSE,"Top Hits of 2004"
"1607","Just Lose It",64,0.94,0.633,8,-3.56,1,0.0467,0.0581,4.04e-05,0.281,0.962,121.003,248680,TRUE,"Top Hits of 2004"
"1608","Millionaire",57,0.68,0.847,11,-6.636,1,0.108,0.0217,0,0.0374,0.75,176.051,224933,FALSE,"Top Hits of 2004"
"1609","Drop It Like It's Hot",67,0.892,0.628,1,-3.832,1,0.216,0.169,0,0.102,0.676,92.063,266066,TRUE,"Top Hits of 2004"
"1610","The Way You Move (feat. Sleepy Brown)",63,0.871,0.597,5,-4.932,0,0.0464,0.126,0.000113,0.0638,0.635,125.999,234000,TRUE,"Top Hits of 2004"
"1611","Hey Mama",54,0.86,0.866,4,-6.345,0,0.232,0.104,1.42e-06,0.584,0.933,100.15,214893,FALSE,"Top Hits of 2004"
"1612","Air Hostess",48,0.409,0.963,2,-4.052,1,0.12,0.0133,0,0.0894,0.378,186.103,237760,FALSE,"Top Hits of 2004"
"1613","Wanna Get To Know You",60,0.513,0.826,10,-3.651,0,0.132,0.106,0,0.0675,0.889,76.91,265026,TRUE,"Top Hits of 2004"
"1614","I'm Still in Love with You (feat. Sasha)",67,0.765,0.666,7,-5.384,1,0.172,0.102,0,0.116,0.756,87.002,273360,FALSE,"Top Hits of 2004"
"1615","Amazing",56,0.805,0.754,10,-6.825,0,0.0394,0.0884,1.77e-06,0.117,0.88,128.429,265826,FALSE,"Top Hits of 2004"
"1616","Trick Me",61,0.97,0.72,1,-3.347,0,0.149,0.0369,0.000389,0.326,0.962,107.17,206106,TRUE,"Top Hits of 2004"
"1617","Freek-A-Leek",53,0.737,0.697,2,-3.716,1,0.254,0.0756,0,0.359,0.662,104.917,235186,TRUE,"Top Hits of 2004"
"1618","Everytime",62,0.398,0.284,3,-12.852,1,0.0337,0.966,8.57e-05,0.116,0.114,109.599,230306,FALSE,"Top Hits of 2004"
"1619","Not In Love - Radio Mix",36,0.762,0.885,0,-5.096,0,0.0395,0.0371,0,0.0519,0.886,117.021,223133,FALSE,"Top Hits of 2004"
"1620","Roses",69,0.751,0.708,0,-5.653,1,0.0545,0.0482,1.85e-05,0.107,0.509,108.97,369573,TRUE,"Top Hits of 2004"
"1621","Sunshine (feat. Anthony Hamilton)",53,0.926,0.888,11,-5.337,1,0.294,0.261,0,0.348,0.819,98.523,226013,TRUE,"Top Hits of 2004"
"1622","Leave Right Now",54,0.641,0.445,6,-8.674,1,0.0368,0.145,0,0.108,0.383,81.931,214733,FALSE,"Top Hits of 2004"
"1623","If There's Any Justice",45,0.706,0.665,6,-5.348,0,0.0453,0.0128,0,0.338,0.639,89.993,229080,FALSE,"Top Hits of 2004"
"1624","What You Waiting For?",58,0.676,0.948,5,-2.557,1,0.0628,0.0509,8.19e-06,0.384,0.731,136.027,221226,FALSE,"Top Hits of 2004"
"1625","Dirt Off Your Shoulder",55,0.779,0.655,1,-7.147,1,0.318,0.0319,2.63e-06,0.339,0.645,163.971,245173,TRUE,"Top Hits of 2004"
"1626","I Don't Want to Be",57,0.423,0.862,0,-5.13,0,0.0695,0.00791,0,0.133,0.462,154.746,217760,FALSE,"Top Hits of 2004"
"1627","The First Cut Is The Deepest",48,0.499,0.747,2,-4.54,1,0.0274,0.0169,0,0.108,0.694,159.799,227293,FALSE,"Top Hits of 2004"
"1628","Overnight Celebrity",62,0.828,0.792,10,-5.435,0,0.179,0.182,0,0.281,0.777,134.199,233360,TRUE,"Top Hits of 2004"
"1629","She Wants To Move",55,0.766,0.851,5,-4.831,1,0.0786,0.00402,0.000744,0.256,0.8,115.012,213786,FALSE,"Top Hits of 2004"
"1630","Lean Back",63,0.783,0.916,1,-3.344,1,0.415,0.11,0,0.0746,0.695,95.321,247426,TRUE,"Top Hits of 2004"
"1631","You Don't Know My Name",60,0.263,0.663,9,-8.264,1,0.19,0.589,0.00451,0.342,0.25,167.271,366733,FALSE,"Top Hits of 2004"
"1632","Bring Em Out",60,0.759,0.891,11,-2.983,1,0.257,0.0298,0,0.141,0.587,98.579,216706,TRUE,"Top Hits of 2004"
"1633","Good Luck",24,0.571,0.968,5,-3.092,1,0.162,0.0649,3.07e-06,0.592,0.313,154.07,282306,FALSE,"Top Hits of 2004"
"1634","I Believe in You",42,0.548,0.785,7,-5.087,1,0.0704,0.00277,0.048,0.329,0.418,120.939,200973,FALSE,"Top Hits of 2004"
"1635","Dragostea Din Tei",66,0.809,0.965,0,-3.947,1,0.0427,0.177,0,0.0577,0.672,130.103,215431,FALSE,"Top Hits of 2004"
"1636","Headsprung",55,0.718,0.786,0,-5.76,1,0.0284,0.0114,2.5e-05,0.0745,0.465,99.916,267320,FALSE,"Top Hits of 2004"
"1637","Salt Shaker",59,0.884,0.697,11,-6.022,1,0.128,0.0509,0,0.094,0.322,101.965,252440,TRUE,"Top Hits of 2004"
"1638","Slow Motion",62,0.713,0.734,0,-4.894,0,0.325,0.548,0,0.0687,0.89,172.872,248200,TRUE,"Top Hits of 2004"
"1639","Daughters",66,0.674,0.413,2,-7.816,1,0.0274,0.837,1.91e-05,0.098,0.503,124.895,237906,FALSE,"Top Hits of 2004"
"1640","Don't Tell Me",58,0.523,0.795,4,-2.92,1,0.0386,0.00462,0,0.358,0.484,144.106,202013,FALSE,"Top Hits of 2004"
"1641","On Fire",55,0.759,0.825,8,-4.289,1,0.22,0.0923,0.00057,0.24,0.429,94.857,187280,TRUE,"Top Hits of 2004"
"1642","Read Your Mind",54,0.755,0.381,8,-6.696,0,0.0711,0.291,5.13e-06,0.0974,0.695,73.108,263506,FALSE,"Top Hits of 2004"
"1643","Diary (feat. Tony! Toni! Tone! & Jermaine Paul)",55,0.664,0.465,8,-9.711,0,0.0317,0.559,0.00174,0.125,0.281,127.932,284160,FALSE,"Top Hits of 2004"
"1644","It's My Life",59,0.612,0.735,8,-5.074,0,0.0282,0.00202,0.00118,0.328,0.783,126.326,226053,FALSE,"Top Hits of 2004"
"1645","Live Like You Were Dying",65,0.416,0.546,7,-7.728,1,0.0297,0.492,0,0.0845,0.418,159.929,300333,FALSE,"Top Hits of 2004"
"1646","Take Your Mama",54,0.762,0.957,8,-4.601,1,0.11,0.222,1.92e-05,0.0484,0.906,153.967,271866,FALSE,"Top Hits of 2004"
"1647","How Come",56,0.745,0.858,9,-2.221,1,0.237,0.28,0,0.188,0.547,89.983,249533,TRUE,"Top Hits of 2004"
"1648","Sick and Tired",52,0.598,0.868,0,-4.552,1,0.0373,0.00908,0,0.279,0.47,99.848,212266,FALSE,"Top Hits of 2004"
"1649","Jesus Walks",67,0.637,0.834,3,-4.686,0,0.323,0.614,0,0.317,0.715,87.312,193733,TRUE,"Top Hits of 2004"
"1650","Fit but You Know It",58,0.702,0.848,6,-1.714,1,0.3,0.22,0,0.0222,0.883,172.125,253466,TRUE,"Top Hits of 2004"
"1651","In Da Club",76,0.899,0.713,6,-2.752,0,0.366,0.255,0,0.0708,0.777,90.051,193466,TRUE,"Top Hits of 2003"
"1652","Get Busy",72,0.735,0.824,10,-4.143,0,0.036,0.615,0,0.158,0.726,100.202,211666,FALSE,"Top Hits of 2003"
"1653","Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix",66,0.845,0.768,6,-5.448,1,0.188,0.00733,5.04e-06,0.0575,0.96,100,187840,FALSE,"Top Hits of 2003"
"1654","Crazy In Love (feat. Jay-Z)",74,0.646,0.77,2,-6.596,0,0.226,0.00249,0,0.0715,0.681,99.165,236133,FALSE,"Top Hits of 2003"
"1655","Superstar",67,0.801,0.645,1,-6.93,1,0.0356,0.0457,0,0.0357,0.824,110.01,215480,FALSE,"Top Hits of 2003"
"1656","Where Is The Love?",74,0.835,0.687,5,-3.18,1,0.184,0.101,0,0.132,0.828,94.059,272533,FALSE,"Top Hits of 2003"
"1657","03' Bonnie & Clyde",63,0.759,0.678,9,-5.148,0,0.314,0.23,0,0.15,0.327,89.64,205560,TRUE,"Top Hits of 2003"
"1658","Bring Me To Life",78,0.331,0.943,4,-3.188,0,0.0698,0.00721,2.06e-06,0.242,0.296,94.612,235893,FALSE,"Top Hits of 2003"
"1659","Beautiful",70,0.456,0.573,5,-3.866,0,0.0275,0.578,3.05e-06,0.114,0.0992,76.19,238560,FALSE,"Top Hits of 2003"
"1660","Since U Been Gone",68,0.662,0.739,9,-5.354,0,0.0322,0.00206,0.0603,0.113,0.382,130.999,188960,FALSE,"Top Hits of 2003"
"1661","All I Have (feat. LL Cool J)",57,0.701,0.669,1,-5.265,1,0.107,0.271,0,0.158,0.446,83.066,254466,FALSE,"Top Hits of 2003"
"1662","Rock Your Body",73,0.891,0.714,4,-6.055,0,0.14,0.202,0.000234,0.0521,0.818,100.972,267266,FALSE,"Top Hits of 2003"
"1663","21 Questions",69,0.646,0.813,6,-3.846,0,0.299,0.349,9.37e-05,0.0427,0.895,92.729,224440,TRUE,"Top Hits of 2003"
"1664","Into You (feat. Tamia)",66,0.546,0.538,7,-7.886,0,0.0523,0.233,0,0.118,0.58,182.12,295773,TRUE,"Top Hits of 2003"
"1665","Baby Boy (feat. Sean Paul)",63,0.655,0.488,1,-9.17,1,0.22,0.0825,1.16e-06,0.221,0.791,91.025,244826,FALSE,"Top Hits of 2003"
"1666","Bump, Bump, Bump (feat. P. Diddy)",58,0.835,0.68,1,-6.02,0,0.21,0.1,0,0.049,0.889,95.508,282773,FALSE,"Top Hits of 2003"
"1667","Rock Wit U (Awww Baby)",64,0.71,0.797,4,-3.006,0,0.0582,0.408,0,0.16,0.849,94.998,209120,FALSE,"Top Hits of 2003"
"1668","Ignition - Remix",68,0.795,0.523,1,-7.165,1,0.0423,0.061,0,0.0914,0.855,133.024,186066,FALSE,"Top Hits of 2003"
"1669","Shut Up",60,0.81,0.714,2,-3.966,1,0.243,0.0637,0,0.237,0.561,112.968,296186,FALSE,"Top Hits of 2003"
"1670","P.I.M.P.",73,0.712,0.772,10,-3.024,0,0.346,0.0521,4.35e-06,0.0368,0.848,84.722,249480,TRUE,"Top Hits of 2003"
"1671","Can't Hold Us Down (feat. Lil' Kim)",60,0.859,0.658,8,-4.481,1,0.192,0.0326,0.00181,0.0651,0.538,98.989,255266,FALSE,"Top Hits of 2003"
"1672","Mesmerize",59,0.769,0.646,1,-6.653,1,0.199,0.0566,0,0.406,0.433,90.079,278693,TRUE,"Top Hits of 2003"
"1673","I Know What You Want (feat. Flipmode Squad)",67,0.648,0.759,6,-4.315,1,0.306,0.0142,0,0.648,0.518,85.996,324306,TRUE,"Top Hits of 2003"
"1674","Pretty Green Eyes - Radio Edit",59,0.553,0.775,1,-10.284,0,0.043,0.212,0,0.0728,0.51,139.993,201920,FALSE,"Top Hits of 2003"
"1675","Cry Me a River",72,0.624,0.653,8,-6.582,0,0.176,0.575,0,0.104,0.565,73.884,288333,FALSE,"Top Hits of 2003"
"1676","Me Against the Music (feat. Madonna) - LP Version / Video Mix",58,0.804,0.836,6,-6.635,0,0.089,0.32,0,0.213,0.85,120.046,223773,FALSE,"Top Hits of 2003"
"1677","Work It",68,0.884,0.677,1,-5.603,1,0.283,0.0778,0,0.0732,0.584,101.868,263226,TRUE,"Top Hits of 2003"
"1678","Never Leave You (Uh Oooh, Uh Oooh)",57,0.811,0.657,6,-6.197,1,0.362,0.0391,0.712,0.0798,0.777,199.958,184906,FALSE,"Top Hits of 2003"
"1679","Rain On Me",51,0.606,0.699,8,-3.103,0,0.0337,0.343,1.89e-06,0.0757,0.509,83.701,297960,FALSE,"Top Hits of 2003"
"1680","Fighter",67,0.435,0.92,4,-1.357,0,0.201,0.235,0.000353,0.552,0.45,188.899,245960,FALSE,"Top Hits of 2003"
"1681","Year 3000",62,0.592,0.842,11,-6.681,1,0.0353,0.000219,0,0.0934,0.898,107.015,196200,FALSE,"Top Hits of 2003"
"1682","Sound Of The Underground",55,0.568,0.867,11,-5.861,1,0.0365,0.00344,4.67e-05,0.328,0.88,163.944,221426,FALSE,"Top Hits of 2003"
"1683","Shake Ya Tailfeather (feat. P. Diddy & Murphy Lee) - 2016 Remaster",52,0.662,0.808,1,-4.749,1,0.271,0.176,0,0.169,0.909,87.644,293666,FALSE,"Top Hits of 2003"
"1684","Be Faithful",44,0.649,0.713,7,-6.488,1,0.295,0.000787,0,0.318,0.629,101.129,164506,TRUE,"Top Hits of 2003"
"1685","Stole",50,0.649,0.718,7,-4.984,0,0.0594,0.00676,4.26e-06,0.174,0.477,79.993,249293,FALSE,"Top Hits of 2003"
"1686","Suga Suga",74,0.662,0.748,5,-3.041,0,0.268,0.688,8.43e-06,0.0841,0.535,82.331,239026,FALSE,"Top Hits of 2003"
"1687","U Make Me Wanna - Radio Edit",46,0.6,0.736,7,-6.228,1,0.0329,0.325,0,0.137,0.848,158.108,222400,FALSE,"Top Hits of 2003"
"1688","No Letting Go",61,0.495,0.819,5,-5.656,0,0.0444,0.0479,0.000215,0.177,0.318,100.213,202013,FALSE,"Top Hits of 2003"
"1689","Jump",55,0.658,0.826,8,-6.031,1,0.0346,0.00189,0.00275,0.0492,0.795,134.465,220360,FALSE,"Top Hits of 2003"
"1690","All The Things She Said",37,0.601,0.856,5,-5.293,0,0.0398,0.0541,0.0284,0.104,0.388,89.983,214760,TRUE,"Top Hits of 2003"
"1691","Excuse Me Miss",55,0.714,0.862,6,-5.531,1,0.286,0.0305,0,0.0884,0.887,92.849,281240,TRUE,"Top Hits of 2003"
"1692","Beautiful",62,0.893,0.74,11,-4.936,0,0.132,0.299,0,0.0881,0.963,101.025,299146,TRUE,"Top Hits of 2003"
"1693","Like Glue",60,0.757,0.78,1,-5.038,1,0.319,0.0811,0,0.113,0.59,97.917,232506,FALSE,"Top Hits of 2003"
"1694","Hole In The Head",52,0.785,0.933,6,-4.629,0,0.0309,0.0303,0,0.137,0.962,125.011,218173,FALSE,"Top Hits of 2003"
"1695","Can't Let You Go (feat. Mike Shorey & Lil' Mo)",60,0.646,0.6,9,-6.569,1,0.458,0.231,0,0.0794,0.811,192.082,223973,TRUE,"Top Hits of 2003"
"1696","Sweet Dreams My LA Ex - Radio Edit",33,0.85,0.862,2,-3.587,1,0.138,0.0733,0.00144,0.0936,0.908,130.036,208386,FALSE,"Top Hits of 2003"
"1697","Right Thurr",65,0.866,0.749,2,-3.977,1,0.253,0.15,0,0.0614,0.891,92.074,250746,TRUE,"Top Hits of 2003"
"1698","Scandalous - U.S. Radio Edit",55,0.734,0.668,0,-3.935,0,0.0349,0.0526,0,0.0925,0.651,99.971,238840,FALSE,"Top Hits of 2003"
"1699","Frontin' (feat. Jay-Z) - Club Mix",63,0.894,0.404,9,-5.913,0,0.13,0.453,1.57e-06,0.0801,0.759,102.009,236506,TRUE,"Top Hits of 2003"
"1700","The Jump Off (feat. Mr. Cheeks) - Remix",46,0.853,0.752,1,-8.831,1,0.339,0.178,4.65e-06,0.0553,0.935,104.946,234800,TRUE,"Top Hits of 2003"
"1701","So Gone",65,0.618,0.552,8,-6.863,1,0.0981,0.176,0,0.252,0.586,81.975,242773,FALSE,"Top Hits of 2003"
"1702","If You're Not The One",58,0.688,0.538,10,-7.608,1,0.0292,0.504,0,0.111,0.27,119.998,257026,FALSE,"Top Hits of 2003"
"1703","Get Low",45,0.78,0.604,1,-8.019,1,0.0396,0.022,0,0.194,0.12,101.043,324600,FALSE,"Top Hits of 2003"
"1704","Too Lost In You",58,0.586,0.705,1,-4.904,0,0.0287,0.0485,0,0.15,0.459,98.014,237693,FALSE,"Top Hits of 2003"
"1705","My Love Is Like...Wo - Main Mix/Album Version",44,0.831,0.695,4,-6.491,1,0.109,0.194,1.24e-05,0.309,0.722,132.817,209533,FALSE,"Top Hits of 2003"
"1706","The Way You Move (feat. Sleepy Brown)",63,0.871,0.597,5,-4.932,0,0.0464,0.126,0.000113,0.0638,0.635,125.999,234000,TRUE,"Top Hits of 2003"
"1707","Move Your Feet",65,0.747,0.904,9,-2.623,1,0.0803,0.046,0.106,0.203,0.846,118.877,181826,FALSE,"Top Hits of 2003"
"1708","Make Luv",53,0.883,0.887,1,-4.92,1,0.116,0.0111,0.63,0.0367,0.648,124.814,212413,FALSE,"Top Hits of 2003"
"1709","I'm with You",68,0.457,0.406,9,-7.462,1,0.0291,0.08,0,0.117,0.208,151.95,223066,FALSE,"Top Hits of 2003"
"1710","Magic Stick",42,0.849,0.499,2,-7.872,1,0.271,0.117,4.97e-05,0.268,0.504,92.982,359973,TRUE,"Top Hits of 2003"
"1711","Holidae In",58,0.81,0.791,7,-5.909,1,0.181,0.0893,0,0.0838,0.948,153.067,314400,FALSE,"Top Hits of 2003"
"1712","Miss Independent",46,0.656,0.615,11,-6.359,0,0.137,0.0769,0.000415,0.0706,0.592,175.943,214773,FALSE,"Top Hits of 2003"
"1713","Lose Yourself - From ""8 Mile"" Soundtrack",74,0.686,0.735,2,-4.616,1,0.264,0.00921,0.00066,0.342,0.0596,171.355,322226,TRUE,"Top Hits of 2003"
"1714","Mandy",50,0.447,0.636,5,-5.08,1,0.0278,0.254,9.25e-05,0.11,0.376,105.678,199320,FALSE,"Top Hits of 2003"
"1715","The Game of Love (feat. Michelle Branch) - Main / Radio Mix",59,0.59,0.929,2,-3.236,1,0.0478,0.0714,0.000153,0.0598,0.674,119.818,254466,FALSE,"Top Hits of 2003"
"1716","How You Gonna Act Like That",59,0.733,0.521,3,-3.657,0,0.0457,0.107,0,0.0692,0.525,112.913,294693,FALSE,"Top Hits of 2003"
"1717","Angel",47,0.638,0.54,0,-6.849,1,0.0473,0.506,0,0.157,0.352,143.772,218760,FALSE,"Top Hits of 2003"
"1718","Lost Without You",51,0.581,0.747,7,-6.682,1,0.0283,0.0365,1.69e-06,0.193,0.514,146.301,248546,FALSE,"Top Hits of 2003"
"1719","In Those Jeans",60,0.691,0.541,1,-5.873,1,0.0776,0.508,0,0.0753,0.319,127.683,243306,TRUE,"Top Hits of 2003"
"1720","Air Force Ones",59,0.784,0.459,4,-9.74,0,0.317,0.0847,0,0.079,0.618,164.062,304000,TRUE,"Top Hits of 2003"
"1721","Don't Wanna Try",49,0.655,0.433,5,-7.577,0,0.0348,0.444,0,0.221,0.199,130.127,245293,FALSE,"Top Hits of 2003"
"1722","Miss You - Main",38,0.602,0.34,10,-9.867,1,0.0375,0.618,0,0.234,0.511,109.598,245240,FALSE,"Top Hits of 2003"
